,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,57.02564102564103,4.296296296296297,4.553846153846154,2.912133891213389,2.104575163398693,5.59764472879949,1.077720207253886,2.6467065868263475,2.0736842105263156,1.5081967213114753,1.7272727272727273,4.725173641863822,0.7254901960784313,2.2555066079295156,1.4563106796116505,1.105263157894737,3.484978540772532,3.298829745962059
2,52.28441754916793,28.366812227074234,5.182674199623352,6.96767922235723,3.4853801169590644,3.3086974982317026,1.7162629757785468,1.386138613861386,5.08029197080292,3.7007874015748032,5.575757575757576,2.1925318486123526,2.6995073891625614,5.4598610112628805,5.65149136577708,3.874366767983789,7.817805383022774,1.6276588195713497
3,37.56207674943567,23.504424778761063,3.0353178607467206,4.90043033090963,2.7992047713717696,2.635038960906277,1.3212669683257918,1.9259259259259258,5.0,5.0190641247833625,5.091610414657667,2.1931361710519237,3.699421965317919,3.927291478664432,5.272567922874671,4.5629993853718505,9.30396475770925,1.7223271910435622
4,23.378995433789953,22.320284697508896,2.9691960931630352,4.300317525350814,3.5747303543913715,2.6045334933124233,1.5079872204472844,1.7633410672853829,4.95067264573991,3.3449477351916377,5.535595475715236,2.0305869964392227,3.481171548117155,4.386807887712047,4.793124616329036,3.292294446835988,8.665083135391924,1.7228081791722083
5,30.61285500747384,22.005730659025787,3.0817686250757115,4.0671987837324215,3.372455089820359,2.5864062286151994,1.4342629482071714,1.6554455445544554,5.323992994746059,3.370829361296473,5.638330757341577,1.9533119267485848,3.0922909880564604,3.5453910170891305,3.764705882352941,3.161706044799018,8.203581526861452,1.7269541318399442
6,33.562982005141386,21.6064,3.264997638167218,4.152245557350565,3.148396812449018,2.6169647646520344,1.2941828254847645,1.9966273187183812,4.8455772113943025,4.1962533452274755,5.578544061302682,1.9354670818200703,3.4430379746835444,3.2950105122814213,4.072943803498325,3.9335811648079306,8.981555733761027,1.7485006791149753
7,26.588726513569938,25.186226282501757,3.307226483649576,3.788495814204699,3.2473572938689217,2.6188638649665146,1.342503438789546,1.7126099706744868,5.17799352750809,3.651792245793709,6.055384615384615,1.8883791729178876,3.1364764267990073,3.4539942786388282,3.81604820805582,3.6037539103232534,8.58874458874459,1.7555677356100976
8,26.51022222222222,24.166142227816238,3.147904399030135,4.011244757822941,3.046391983178992,2.6120685553651057,1.2898151789225325,1.6584717607973423,5.427937915742794,3.6876574307304786,5.76805831676607,1.8745240784017934,3.04,2.8692747063261126,3.8646087191984835,3.574011097189905,8.024953212726139,1.7612164978047784
9,28.749793559042114,22.39451114922813,3.3201098565761367,3.944433061508831,3.019125577064825,2.6223987001759714,1.2432621631081555,1.685230024213075,5.309907271839922,3.6140350877192984,5.882080924855491,1.854504479776065,3.1959544879898862,2.6846564568213065,3.8057332385690597,3.15903131266389,7.433819556996219,1.7674764953122757
