,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17
135,582.72265625,744.25,6681.625,1651.44921875,3337.2578125,8420398.0,727.890625,817.6640625,966.40625,979.0625,1615.984375,9647719.0,2772.3125,1942.05078125,2042.25,3229.34375,1660.40625,2623717.75
136,589.66015625,748.59375,6724.875,1664.38671875,3361.7578125,8482808.0,733.421875,823.3203125,975.46875,987.3125,1629.359375,9717495.0,2795.3125,1957.36328125,2055.5625,3253.34375,1670.09375,2643218.5
137,591.41015625,753.40625,6776.125,1675.26171875,3390.5078125,8545251.0,738.328125,828.8828125,982.15625,995.25,1643.984375,9787187.0,2817.9375,1974.11328125,2071.6875,3284.34375,1681.96875,2662677.75
138,596.62890625,760.65625,6831.625,1683.94921875,3412.6328125,8607946.0,745.046875,835.7265625,988.625,1001.90625,1648.921875,9856770.0,2831.5,1986.42578125,2087.25,3302.71875,1690.71875,2682029.25
139,597.1796875,766.09375,6871.125,1697.51171875,3444.0078125,8670036.0,749.765625,839.0234375,999.9375,1009.40625,1658.671875,9926745.0,2854.75,2001.42578125,2099.25,3333.09375,1701.03125,2701437.0
140,602.8046875,772.8125,6930.625,1707.44921875,3466.3828125,8732392.0,756.265625,844.9296875,1004.6875,1015.0,1661.390625,9996912.0,2867.625,2014.80078125,2114.0625,3355.34375,1713.09375,2720970.25
141,607.8046875,778.625,6971.875,1723.69921875,3491.8828125,8794212.0,762.296875,851.8984375,1012.6875,1022.9375,1675.765625,10067025.0,2891.625,2030.80078125,2129.375,3375.21875,1727.21875,2740408.75
142,609.4765625,783.625,7017.125,1737.51171875,3518.3828125,8856526.0,766.734375,858.1796875,1021.1875,1030.71875,1690.078125,10137316.0,2913.875,2045.36328125,2148.375,3401.96875,1741.59375,2759800.0
143,609.875,789.21875,7055.625,1749.26171875,3545.1328125,8918886.0,771.984375,866.1171875,1030.0625,1038.5625,1703.453125,10207418.0,2937.0,2060.11328125,2164.5,3426.71875,1753.09375,2779345.75
144,612.609375,794.90625,7097.375,1760.26171875,3569.8828125,8981340.0,776.359375,871.3984375,1038.4375,1046.875,1717.765625,10277699.0,2962.0,2073.17578125,2178.0625,3449.09375,1769.84375,2798815.25
145,618.109375,801.78125,7160.625,1769.51171875,3592.3828125,9043930.0,783.109375,876.9609375,1043.375,1052.1875,1722.046875,10347114.0,2974.8125,2086.48828125,2192.6875,3476.21875,1781.71875,2818180.75
146,622.828125,807.46875,7217.625,1784.26171875,3616.6328125,9106270.0,789.140625,880.6484375,1050.84375,1059.375,1736.546875,10416552.0,2994.5625,2098.67578125,2201.75,3506.21875,1797.09375,2837622.25
147,630.703125,812.96875,7267.125,1797.69921875,3639.7578125,9168568.0,793.890625,886.8984375,1055.46875,1066.90625,1750.109375,10486276.0,3017.4375,2114.92578125,2215.4375,3527.46875,1806.15625,2857187.0
148,634.1875,816.65625,7315.125,1809.63671875,3667.2578125,9231042.0,798.484375,891.9296875,1061.59375,1074.46875,1763.984375,10555986.0,3043.8125,2128.73828125,2230.625,3540.09375,1817.84375,2876552.0
149,640.3125,820.4375,7363.875,1822.69921875,3692.7578125,9293850.0,804.203125,898.3046875,1069.84375,1082.28125,1778.609375,10625550.0,3067.0625,2144.73828125,2247.875,3567.09375,1834.09375,2895940.0
150,644.875,826.46875,7423.625,1831.32421875,3714.7578125,9356859.0,810.828125,903.3046875,1075.1875,1087.3125,1782.171875,10695197.0,3077.375,2159.17578125,2263.25,3588.46875,1846.09375,2915400.5
151,649.875,832.75,7481.125,1840.07421875,3737.2578125,9419321.0,817.921875,909.5234375,1081.03125,1093.34375,1786.984375,10764897.0,3090.25,2173.67578125,2278.5,3612.71875,1857.09375,2934847.75
152,655.09375,838.96875,7537.375,1848.26171875,3759.8828125,9481366.0,824.609375,914.4296875,1085.96875,1099.1875,1789.328125,10834306.0,3103.1875,2186.30078125,2293.1875,3638.09375,1867.59375,2954177.75
153,657.234375,844.09375,7581.375,1862.82421875,3785.3828125,9542892.0,829.734375,920.2734375,1095.40625,1106.84375,1802.203125,10904003.0,3127.0625,2200.86328125,2311.5625,3663.59375,1882.90625,2973601.75
154,662.453125,850.3125,7637.375,1870.94921875,3807.8828125,9604522.0,836.265625,925.3046875,1100.03125,1112.53125,1803.2890625,10973584.0,3139.375,2213.17578125,2326.4375,3686.84375,1894.09375,2993138.5
155,665.84375,855.9375,7679.875,1884.44921875,3832.7578125,9665639.0,841.578125,932.7421875,1108.65625,1120.15625,1817.9140625,11043132.0,3163.25,2227.67578125,2343.5625,3713.34375,1909.78125,3012526.25
156,671.28125,861.125,7721.125,1901.82421875,3860.8828125,9727175.0,845.34375,936.7109375,1116.78125,1126.5625,1829.8515625,11112596.0,3183.125,2241.86328125,2358.75,3732.09375,1922.84375,3031937.25
157,677.0,865.125,7764.625,1917.07421875,3887.5078125,9788970.0,851.25,945.4609375,1126.21875,1134.15625,1841.9765625,11181831.0,3206.5,2255.98828125,2376.5,3754.21875,1937.34375,3051438.0
158,682.21875,871.34375,7820.625,1925.32421875,3910.1328125,9850991.0,857.84375,950.3984375,1131.0,1139.9375,1843.40625,11251229.0,3218.875,2268.55078125,2391.375,3777.46875,1948.28125,3070901.0
159,689.15625,876.625,7877.875,1934.38671875,3934.1328125,9912539.0,863.34375,957.0546875,1134.453125,1148.0,1857.28125,11320289.0,3238.5,2283.86328125,2404.4375,3810.96875,1960.40625,3090250.5
160,695.0625,882.28125,7934.125,1947.13671875,3959.2578125,9973950.0,868.71875,963.5234375,1141.265625,1156.75,1873.28125,11389801.0,3260.25,2298.42578125,2418.5625,3839.96875,1974.09375,3109753.5
161,698.671875,887.46875,7976.125,1959.44921875,3986.1328125,10035574.0,874.625,969.6796875,1151.578125,1165.0625,1886.78125,11459100.0,3283.5,2312.42578125,2436.0625,3857.96875,1986.28125,3129278.5
162,703.421875,893.28125,8032.375,1968.82421875,4012.1328125,10097208.0,880.96875,970.7578125,1160.578125,1174.625,1901.90625,11528329.0,3301.875,2325.36328125,2443.9375,3882.59375,2003.90625,3148655.5
163,705.484375,899.1875,8077.125,1982.13671875,4038.0078125,10158783.0,886.0,976.7265625,1168.953125,1181.8125,1915.65625,11597861.0,3323.25,2339.36328125,2461.9375,3911.09375,2018.46875,3168038.0
164,711.015625,903.046875,8117.875,1995.69921875,4061.6328125,10220310.0,891.125,982.8828125,1176.140625,1189.34375,1929.59375,11667936.0,3346.5,2353.86328125,2477.9375,3934.46875,2033.21875,3187540.5
165,716.234375,909.265625,8173.875,2003.82421875,4084.1328125,10282018.0,897.4375,987.5703125,1180.640625,1194.8125,1930.59375,11738005.0,3358.375,2366.67578125,2492.6875,3956.21875,2044.59375,3206964.5
166,722.671875,913.328125,8227.625,2016.88671875,4111.0078125,10343290.0,902.65625,993.0703125,1186.015625,1202.28125,1945.21875,11808012.0,3382.625,2384.55078125,2508.0625,3977.96875,2053.21875,3226297.5
167,729.703125,917.703125,8268.375,2031.32421875,4132.5078125,10404572.0,907.03125,999.3828125,1196.203125,1209.9375,1957.96875,11878135.0,3405.75,2397.67578125,2522.3125,3993.53125,2064.71875,3245804.0
168,736.390625,922.328125,8309.125,2045.44921875,4155.8828125,10465913.0,912.1875,1006.5703125,1203.984375,1217.9375,1973.71875,11948245.0,3428.75,2413.23828125,2537.1875,4013.03125,2077.96875,3265305.75
169,741.734375,928.328125,8349.375,2059.57421875,4179.2578125,10527630.0,918.71875,1012.3828125,1212.734375,1225.1875,1985.53125,12017877.0,3451.0,2425.42578125,2553.4375,4037.03125,2091.21875,3284691.0
170,745.671875,933.046875,8394.375,2075.82421875,4205.6328125,10589509.0,923.59375,1018.8828125,1220.171875,1232.875,1997.34375,12087627.0,3476.125,2438.55078125,2567.625,4061.53125,2107.21875,3304066.5
171,749.0625,938.671875,8436.875,2089.38671875,4230.5078125,10651079.0,928.78125,1026.5390625,1228.734375,1240.53125,2011.84375,12156986.0,3499.625,2453.11328125,2584.75,4087.90625,2123.03125,3323552.75
172,754.09375,945.296875,8492.625,2099.07421875,4252.5078125,10712932.0,935.96875,1033.0078125,1233.296875,1246.4375,2016.53125,12226225.0,3510.8125,2466.80078125,2599.6875,4112.40625,2134.78125,3342957.0
173,759.9375,951.578125,8540.125,2110.69921875,4277.6328125,10774573.0,940.9375,1040.0703125,1239.078125,1254.6875,2031.03125,12295401.0,3533.9375,2480.11328125,2614.8125,4132.53125,2145.71875,3362312.0
174,764.21875,957.609375,8588.125,2123.19921875,4305.3828125,10836193.0,946.40625,1048.6328125,1247.078125,1263.1875,2047.03125,12364431.0,3557.4375,2493.73828125,2628.25,4153.40625,2154.71875,3381811.0
175,769.84375,964.671875,8645.625,2132.44921875,4327.7578125,10897792.0,953.4375,1055.5078125,1252.796875,1269.34375,2051.34375,12433384.0,3569.9375,2507.36328125,2643.5625,4175.65625,2166.15625,3401252.0
176,774.40625,970.703125,8705.625,2141.19921875,4350.0078125,10959312.0,960.40625,1061.0703125,1258.734375,1274.9375,2056.03125,12502309.0,3580.625,2522.11328125,2659.0,4199.15625,2177.34375,3420600.0
177,779.4375,975.640625,8751.875,2157.44921875,4373.3828125,11020362.0,965.46875,1070.0703125,1267.359375,1283.6875,2070.59375,12571474.0,3602.0,2537.17578125,2673.625,4225.15625,2194.84375,3439997.75
