,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17
26,3024.0,3408.0,4256.0,1232.0,2048.0,4456448.0,153.0,266.0,952.0,540.0,2000.0,3653632.0,1952.0,912.0,1416.0,1752.0,2368.0,917504.0
27,3152.0,3504.0,4512.0,1272.0,2080.0,4653056.0,163.0,280.0,1020.0,556.0,2048.0,3801088.0,1944.0,936.0,1480.0,1744.0,2432.0,950272.0
28,3136.0,3552.0,4608.0,1256.0,2096.0,4849664.0,169.0,278.0,1032.0,592.0,2048.0,3948544.0,2000.0,972.0,1584.0,1888.0,2608.0,987136.0
29,3104.0,3584.0,4736.0,1248.0,2144.0,5013504.0,173.0,274.0,1048.0,620.0,2048.0,4079616.0,2048.0,1024.0,1672.0,2064.0,2720.0,1024000.0
30,3216.0,3728.0,5056.0,1296.0,2192.0,5177344.0,184.0,294.0,1128.0,628.0,2096.0,4227072.0,2160.0,1040.0,1712.0,2112.0,2816.0,1056768.0
31,3392.0,3824.0,5248.0,1312.0,2256.0,5341184.0,191.0,308.0,1176.0,640.0,2160.0,4358144.0,2176.0,1080.0,1760.0,2192.0,2944.0,1089536.0
32,3520.0,3872.0,5408.0,1344.0,2320.0,5505024.0,201.0,312.0,1256.0,652.0,2240.0,4489216.0,2176.0,1136.0,1816.0,2224.0,2976.0,1122304.0
33,3488.0,3920.0,5472.0,1320.0,2320.0,5668864.0,206.0,306.0,1264.0,688.0,2240.0,4620288.0,2240.0,1184.0,1904.0,2400.0,3120.0,1155072.0
34,3728.0,4080.0,5696.0,1368.0,2400.0,5832704.0,213.0,320.0,1312.0,712.0,2320.0,4751360.0,2320.0,1280.0,1960.0,2560.0,3184.0,1187840.0
35,3712.0,4160.0,5792.0,1360.0,2432.0,5996544.0,219.0,322.0,1320.0,748.0,2336.0,4882432.0,2384.0,1344.0,2048.0,2720.0,3344.0,1220608.0
36,3680.0,4256.0,5888.0,1360.0,2464.0,6160384.0,221.0,338.0,1328.0,776.0,2336.0,5013504.0,2480.0,1392.0,2128.0,2880.0,3456.0,1253376.0
37,3712.0,4352.0,5984.0,1392.0,2496.0,6324224.0,223.0,354.0,1328.0,804.0,2336.0,5144576.0,2576.0,1440.0,2208.0,3056.0,3568.0,1286144.0
38,3872.0,4416.0,6144.0,1440.0,2544.0,6488064.0,232.0,364.0,1376.0,816.0,2400.0,5275648.0,2624.0,1472.0,2288.0,3136.0,3616.0,1318912.0
39,3920.0,4544.0,6272.0,1472.0,2656.0,6651904.0,240.0,372.0,1408.0,832.0,2512.0,5406720.0,2688.0,1440.0,2304.0,3152.0,3696.0,1351680.0
40,4160.0,4704.0,6528.0,1512.0,2720.0,6815744.0,251.0,382.0,1464.0,852.0,2576.0,5537792.0,2768.0,1464.0,2368.0,3264.0,3760.0,1384448.0
41,4128.0,4800.0,6624.0,1560.0,2752.0,6979584.0,255.0,400.0,1464.0,888.0,2576.0,5668864.0,2864.0,1520.0,2448.0,3392.0,3888.0,1417216.0
42,4256.0,4864.0,6880.0,1600.0,2848.0,7143424.0,264.0,406.0,1496.0,888.0,2688.0,5799936.0,2944.0,1552.0,2576.0,3424.0,3984.0,1449984.0
43,4320.0,5056.0,7136.0,1648.0,2944.0,7307264.0,268.0,414.0,1552.0,900.0,2752.0,5931008.0,3040.0,1640.0,2656.0,3440.0,3984.0,1482752.0
44,4384.0,5152.0,7296.0,1688.0,3008.0,7471104.0,276.0,412.0,1576.0,908.0,2848.0,6062080.0,3104.0,1672.0,2704.0,3488.0,4064.0,1515520.0
45,4640.0,5280.0,7488.0,1744.0,3056.0,7634944.0,284.0,416.0,1624.0,920.0,2912.0,6193152.0,3152.0,1704.0,2784.0,3520.0,4128.0,1548288.0
46,4800.0,5344.0,7584.0,1800.0,3152.0,7798784.0,288.0,432.0,1672.0,928.0,2992.0,6324224.0,3248.0,1728.0,2832.0,3568.0,4192.0,1581056.0
47,4864.0,5408.0,7776.0,1888.0,3232.0,7962624.0,292.0,446.0,1712.0,956.0,3072.0,6455296.0,3312.0,1736.0,2896.0,3664.0,4256.0,1613824.0
48,5024.0,5568.0,7904.0,1960.0,3360.0,8126464.0,298.0,458.0,1728.0,968.0,3184.0,6586368.0,3392.0,1768.0,2928.0,3712.0,4352.0,1646592.0
49,5344.0,5728.0,8128.0,2024.0,3392.0,8290304.0,308.0,476.0,1792.0,988.0,3280.0,6717440.0,3440.0,1800.0,2976.0,3776.0,4448.0,1679360.0
50,5472.0,5760.0,8320.0,2064.0,3504.0,8454144.0,318.0,490.0,1840.0,1008.0,3360.0,6848512.0,3504.0,1848.0,3088.0,3840.0,4544.0,1712128.0
51,5600.0,6240.0,8512.0,2112.0,3568.0,8650752.0,324.0,510.0,1888.0,1024.0,3472.0,6979584.0,3600.0,1896.0,3104.0,3856.0,4576.0,1744896.0
52,5664.0,6400.0,8704.0,2160.0,3568.0,8847360.0,316.0,500.0,1864.0,1004.0,3504.0,7110656.0,3712.0,1872.0,3152.0,3808.0,4704.0,1777664.0
53,5888.0,6752.0,8960.0,2208.0,3648.0,9043968.0,326.0,516.0,1928.0,1024.0,3584.0,7241728.0,3712.0,1896.0,3216.0,3904.0,4800.0,1810432.0
54,5824.0,6784.0,9088.0,2192.0,3712.0,9240576.0,328.0,508.0,1936.0,1056.0,3600.0,7372800.0,3776.0,1960.0,3296.0,4096.0,4896.0,1843200.0
55,5952.0,6880.0,9216.0,2320.0,3808.0,9437184.0,332.0,524.0,1952.0,1072.0,3680.0,7503872.0,3824.0,2008.0,3392.0,4128.0,5024.0,1875968.0
56,6272.0,7040.0,9408.0,2368.0,3872.0,9568256.0,338.0,540.0,1984.0,1072.0,3760.0,7634944.0,3920.0,2048.0,3440.0,4096.0,5152.0,1908736.0
57,6592.0,7232.0,9728.0,2384.0,3952.0,9699328.0,348.0,564.0,2048.0,1096.0,3840.0,7766016.0,3968.0,2048.0,3488.0,4192.0,5216.0,1941504.0
